"","ST","STATE","OCC_TITLE","A_MEAN","Year","A_ADJ"
"20212","NV","Nevada","Web Developers",63920,2015,59566
"20213","NV","Nevada","Database Administrators",79780,2015,74345
"20214","NV","Nevada","Network and Computer Systems Administrators",90280,2015,84130
"20219","NV","Nevada","Operations Research Analysts",76200,2015,71009
"20220","NV","Nevada","Statisticians",NA,2015,NA
"20592","NV","Nevada","Data Entry Keyers",28400,2015,26465
"20599","NV","Nevada","Statistical Assistants",49920,2015,46519
"20825","NH","New Hampshire","Computer and Information Systems Managers",132130,2015,114921
"20826","NH","New Hampshire","Financial Managers",117410,2015,102118
"20849","NH","New Hampshire","Business and Financial Operations Occupations",70730,2015,61518
"20870","NH","New Hampshire","Financial Analysts",69370,2015,60335
"20871","NH","New Hampshire","Personal Financial Advisors",123200,2015,107154
"208791","NH","New Hampshire","Computer and Mathematical Occupations",83900,2015,72972
"208801","NH","New Hampshire","Computer and Information Research Scientists",133060,2015,115730
"20881","NH","New Hampshire","Computer Systems Analysts",88980,2015,77391
"20883","NH","New Hampshire","Computer Programmers",74010,2015,64371
"20884","NH","New Hampshire","Software Developers, Applications",94530,2015,82218
"20885","NH","New Hampshire","Software Developers, Systems Software",120090,2015,104449
"20886","NH","New Hampshire","Web Developers",58770,2015,51115
"20887","NH","New Hampshire","Database Administrators",84140,2015,73181
"20888","NH","New Hampshire","Network and Computer Systems Administrators",76040,2015,66136
"20894","NH","New Hampshire","Statisticians",69130,2015,60126
"21252","NH","New Hampshire","Data Entry Keyers",29100,2015,25310
"21260","NH","New Hampshire","Statistical Assistants",47590,2015,41392
"21473","NJ","New Jersey","Computer and Information Systems Managers",160660,2015,129384
"21474","NJ","New Jersey","Financial Managers",159310,2015,128297
"21499","NJ","New Jersey","Business and Financial Operations Occupations",79990,2015,64418
"21522","NJ","New Jersey","Financial Analysts",94340,2015,75975
"21523","NJ","New Jersey","Personal Financial Advisors",122290,2015,98484
"21531","NJ","New Jersey","Computer and Mathematical Occupations",94550,2015,76144
"21532","NJ","New Jersey","Computer and Information Research Scientists",123200,2015,99216
"21533","NJ","New Jersey","Computer Systems Analysts",98640,2015,79438
"21535","NJ","New Jersey","Computer Programmers",91310,2015,73535
"21536","NJ","New Jersey","Software Developers, Applications",99320,2015,79985
"21537","NJ","New Jersey","Software Developers, Systems Software",114220,2015,91985
"21538","NJ","New Jersey","Web Developers",70070,2015,56429
"21539","NJ","New Jersey","Database Administrators",105450,2015,84922
"21540","NJ","New Jersey","Network and Computer Systems Administrators",93780,2015,75524
"21547","NJ","New Jersey","Operations Research Analysts",101490,2015,81733
"21548","NJ","New Jersey","Statisticians",107480,2015,86557
"21983","NJ","New Jersey","Data Entry Keyers",37260,2015,30007
"21991","NJ","New Jersey","Statistical Assistants",51250,2015,41273
"22253","NM","New Mexico","Computer and Information Systems Managers",105840,2015,102391
"22254","NM","New Mexico","Financial Managers",96960,2015,93801
"22279","NM","New Mexico","Business and Financial Operations Occupations",62300,2015,60270
"22302","NM","New Mexico","Financial Analysts",76620,2015,74124
"22303","NM","New Mexico","Personal Financial Advisors",134270,2015,129895
"22311","NM","New Mexico","Computer and Mathematical Occupations",75040,2015,72595
"22312","NM","New Mexico","Computer and Information Research Scientists",90320,2015,87377
"22313","NM","New Mexico","Computer Systems Analysts",72310,2015,69954
"22315","NM","New Mexico","Computer Programmers",101190,2015,97893
"22316","NM","New Mexico","Software Developers, Applications",80920,2015,78283
"22317","NM","New Mexico","Software Developers, Systems Software",98980,2015,95755
"22318","NM","New Mexico","Web Developers",54960,2015,53169
"22319","NM","New Mexico","Database Administrators",72440,2015,70080
"22320","NM","New Mexico","Network and Computer Systems Administrators",72750,2015,70380
"22326","NM","New Mexico","Operations Research Analysts",85750,2015,82956
"22327","NM","New Mexico","Statisticians",67430,2015,65233
"22714","NM","New Mexico","Data Entry Keyers",26530,2015,25666
"22934","NY","New York","Computer and Information Systems Managers",166560,2015,131925
"22935","NY","New York","Financial Managers",180820,2015,143220
"22960","NY","New York","Business and Financial Operations Occupations",89750,2015,71087
"22983","NY","New York","Financial Analysts",122170,2015,96766
"22984","NY","New York","Personal Financial Advisors",148450,2015,117581
"22992","NY","New York","Computer and Mathematical Occupations",91570,2015,72529
"22993","NY","New York","Computer and Information Research Scientists",NA,2015,NA
"22994","NY","New York","Computer Systems Analysts",97000,2015,76830
"229961","NY","New York","Computer Programmers",88010,2015,69709
"229971","NY","New York","Software Developers, Applications",110530,2015,87546
"22998","NY","New York","Software Developers, Systems Software",110380,2015,87427
"22999","NY","New York","Web Developers",78310,2015,62026
"23000","NY","New York","Database Administrators",87620,2015,69400
"23001","NY","New York","Network and Computer Systems Administrators",89050,2015,70533
"23007","NY","New York","Operations Research Analysts",101540,2015,80425
"23008","NY","New York","Statisticians",79810,2015,63214
"23453","NY","New York","Data Entry Keyers",33190,2015,26288
"23461","NY","New York","Statistical Assistants",52400,2015,41504
"23745","NC","North Carolina","Computer and Information Systems Managers",132290,2015,132470
"23746","NC","North Carolina","Financial Managers",137200,2015,137387
"23770","NC","North Carolina","Business and Financial Operations Occupations",71850,2015,71948
"23793","NC","North Carolina","Financial Analysts",88200,2015,88320
"23794","NC","North Carolina","Personal Financial Advisors",115030,2015,115187
"23802","NC","North Carolina","Computer and Mathematical Occupations",82770,2015,82883
"23803","NC","North Carolina","Computer and Information Research Scientists",102150,2015,102289
"238041","NC","North Carolina","Computer Systems Analysts",90870,2015,90994
"23806","NC","North Carolina","Computer Programmers",82410,2015,82522
"23807","NC","North Carolina","Software Developers, Applications",96680,2015,96812
"23808","NC","North Carolina","Software Developers, Systems Software",107340,2015,107486
"23809","NC","North Carolina","Web Developers",65990,2015,66080
"23810","NC","North Carolina","Database Administrators",82930,2015,83043
"23811","NC","North Carolina","Network and Computer Systems Administrators",80090,2015,80199
"23817","NC","North Carolina","Operations Research Analysts",71900,2015,71998
"23818","NC","North Carolina","Statisticians",99000,2015,99135
"24245","NC","North Carolina","Data Entry Keyers",30480,2015,30522
"24253","NC","North Carolina","Statistical Assistants",41130,2015,41186
"24523","ND","North Dakota","Computer and Information Systems Managers",106140,2015,105018
"24524","ND","North Dakota","Financial Managers",110890,2015,109718
"24549","ND","North Dakota","Business and Financial Operations Occupations",59020,2015,58396
"24570","ND","North Dakota","Financial Analysts",74230,2015,73445
"24571","ND","North Dakota","Personal Financial Advisors",83480,2015,82597
"24579","ND","North Dakota","Computer and Mathematical Occupations",64620,2015,63937
"24580","ND","North Dakota","Computer Systems Analysts",NA,2015,NA
"24582","ND","North Dakota","Computer Programmers",55530,2015,54943
"24583","ND","North Dakota","Software Developers, Applications",72720,2015,71951
"24584","ND","North Dakota","Software Developers, Systems Software",67870,2015,67152
"24585","ND","North Dakota","Web Developers",58670,2015,58050
"24586","ND","North Dakota","Database Administrators",79820,2015,78976
"24587","ND","North Dakota","Network and Computer Systems Administrators",68110,2015,67390
"24592","ND","North Dakota","Operations Research Analysts",75380,2015,74583
"24593","ND","North Dakota","Statisticians",64200,2015,63521
"24923","ND","North Dakota","Data Entry Keyers",31070,2015,30742
"25133","OH","Ohio","Computer and Information Systems Managers",126020,2015,129021
"25134","OH","Ohio","Financial Managers",118970,2015,121803
"25159","OH","Ohio","Business and Financial Operations Occupations",65930,2015,67500
"25182","OH","Ohio","Financial Analysts",76070,2015,77882
"25183","OH","Ohio","Personal Financial Advisors",104830,2015,107326
"25191","OH","Ohio","Computer and Mathematical Occupations",75790,2015,77595
"25192","OH","Ohio","Computer and Information Research Scientists",101560,2015,103979
"25193","OH","Ohio","Computer Systems Analysts",85050,2015,87075
"25195","OH","Ohio","Computer Programmers",69920,2015,71585
"25196","OH","Ohio","Software Developers, Applications",85060,2015,87086
"25197","OH","Ohio","Software Developers, Systems Software",93310,2015,95532
"25198","OH","Ohio","Web Developers",61340,2015,62801
"25199","OH","Ohio","Database Administrators",78640,2015,80513
"25200","OH","Ohio","Network and Computer Systems Administrators",72250,2015,73971
"25207","OH","Ohio","Operations Research Analysts",80440,2015,82356
"25208","OH","Ohio","Statisticians",86470,2015,88529
"25645","OH","Ohio","Data Entry Keyers",30110,2015,30827
"25653","OH","Ohio","Statistical Assistants",41860,2015,42857
"25932","OK","Oklahoma","Computer and Information Systems Managers",99180,2015,100751
"25933","OK","Oklahoma","Financial Managers",97230,2015,98770
"25958","OK","Oklahoma","Business and Financial Operations Occupations",61240,2015,62210
"25981","OK","Oklahoma","Financial Analysts",76040,2015,77245
"25982","OK","Oklahoma","Personal Financial Advisors",85200,2015,86550
"25990","OK","Oklahoma","Computer and Mathematical Occupations",65220,2015,66253
"25991","OK","Oklahoma","Computer and Information Research Scientists",88530,2015,89932
"25992","OK","Oklahoma","Computer Systems Analysts",74270,2015,75447
"25994","OK","Oklahoma","Computer Programmers",67680,2015,68752
"25995","OK","Oklahoma","Software Developers, Applications",83080,2015,84396
"25996","OK","Oklahoma","Software Developers, Systems Software",74920,2015,76107
"25997","OK","Oklahoma","Web Developers",52590,2015,53423
"25998","OK","Oklahoma","Database Administrators",71430,2015,72562
"25999","OK","Oklahoma","Network and Computer Systems Administrators",67800,2015,68874
"26005","OK","Oklahoma","Operations Research Analysts",65540,2015,66578
"26006","OK","Oklahoma","Statisticians",57480,2015,58391
"26420","OK","Oklahoma","Data Entry Keyers",28360,2015,28809
"26428","OK","Oklahoma","Statistical Assistants",49260,2015,50040
"26685","OR","Oregon","Computer and Information Systems Managers",120420,2015,110859
"26686","OR","Oregon","Financial Managers",111290,2015,102454
"26711","OR","Oregon","Business and Financial Operations Occupations",66510,2015,61230
"26734","OR","Oregon","Financial Analysts",94210,2015,86730
"267351","OR","Oregon","Personal Financial Advisors",93880,2015,86427
"26743","OR","Oregon","Computer and Mathematical Occupations",81440,2015,74974
"26744","OR","Oregon","Computer and Information Research Scientists",143310,2015,131932
"26745","OR","Oregon","Computer Systems Analysts",85760,2015,78951
"26747","OR","Oregon","Computer Programmers",77240,2015,71108
"26748","OR","Oregon","Software Developers, Applications",98840,2015,90993
"26749","OR","Oregon","Software Developers, Systems Software",103410,2015,95200
"26750","OR","Oregon","Web Developers",63920,2015,58845
"26751","OR","Oregon","Database Administrators",85940,2015,79117
"26752","OR","Oregon","Network and Computer Systems Administrators",73780,2015,67922
"26758","OR","Oregon","Operations Research Analysts",74990,2015,69036
"26759","OR","Oregon","Statisticians",68800,2015,63338
"27178","OR","Oregon","Data Entry Keyers",30000,2015,27618
"27186","OR","Oregon","Statistical Assistants",43900,2015,40415
"27445","PA","Pennsylvania","Computer and Information Systems Managers",139290,2015,129934
"27446","PA","Pennsylvania","Financial Managers",144840,2015,135111
"27471","PA","Pennsylvania","Business and Financial Operations Occupations",70850,2015,66091
"27494","PA","Pennsylvania","Financial Analysts",81960,2015,76455
"27495","PA","Pennsylvania","Personal Financial Advisors",126970,2015,118442
"27503","PA","Pennsylvania","Computer and Mathematical Occupations",78880,2015,73582
"27504","PA","Pennsylvania","Computer and Information Research Scientists",110800,2015,103358
"27505","PA","Pennsylvania","Computer Systems Analysts",86160,2015,80373
"27507","PA","Pennsylvania","Computer Programmers",78830,2015,73535
"27508","PA","Pennsylvania","Software Developers, Applications",93920,2015,87612
"27509","PA","Pennsylvania","Software Developers, Systems Software",92980,2015,86735
"27510","PA","Pennsylvania","Web Developers",62830,2015,58610
"27511","PA","Pennsylvania","Database Administrators",77990,2015,72752
"27512","PA","Pennsylvania","Network and Computer Systems Administrators",75410,2015,70345
"27518","PA","Pennsylvania","Operations Research Analysts",75690,2015,70606
"27519","PA","Pennsylvania","Statisticians",76780,2015,71623
"27959","PA","Pennsylvania","Data Entry Keyers",29740,2015,27742
"27967","PA","Pennsylvania","Statistical Assistants",NA,2015,NA
"28251","RI","Rhode Island","Computer and Information Systems Managers",136550,2015,126346
"28252","RI","Rhode Island","Financial Managers",139320,2015,128909
"28274","RI","Rhode Island","Business and Financial Operations Occupations",75710,2015,70052
"282951","RI","Rhode Island","Financial Analysts",75040,2015,69432
"28296","RI","Rhode Island","Personal Financial Advisors",118420,2015,109571
"28304","RI","Rhode Island","Computer and Mathematical Occupations",81670,2015,75567
"28305","RI","Rhode Island","Computer and Information Research Scientists",109050,2015,100901
"28306","RI","Rhode Island","Computer Systems Analysts",84150,2015,77862
"28308","RI","Rhode Island","Computer Programmers",76970,2015,71218
"28309","RI","Rhode Island","Software Developers, Applications",90540,2015,83774
"28310","RI","Rhode Island","Software Developers, Systems Software",109550,2015,101363
"28311","RI","Rhode Island","Web Developers",80230,2015,74234
"28312","RI","Rhode Island","Database Administrators",89180,2015,82516
"28313","RI","Rhode Island","Network and Computer Systems Administrators",81950,2015,75826
"28320","RI","Rhode Island","Operations Research Analysts",77820,2015,72005
"28321","RI","Rhode Island","Statisticians",80720,2015,74688
"28654","RI","Rhode Island","Data Entry Keyers",33080,2015,30608
"28660","RI","Rhode Island","Statistical Assistants",44100,2015,40804
"28833","SC","South Carolina","Computer and Information Systems Managers",116430,2015,117751
"28834","SC","South Carolina","Financial Managers",114030,2015,115323
"28858","SC","South Carolina","Business and Financial Operations Occupations",60240,2015,60923
"28880","SC","South Carolina","Financial Analysts",67450,2015,68215
"288811","SC","South Carolina","Personal Financial Advisors",94490,2015,95562
"28889","SC","South Carolina","Computer and Mathematical Occupations",69040,2015,69823
"28890","SC","South Carolina","Computer and Information Research Scientists",91870,2015,92912
"28891","SC","South Carolina","Computer Systems Analysts",74210,2015,75052
"28893","SC","South Carolina","Computer Programmers",72260,2015,73080
"28894","SC","South Carolina","Software Developers, Applications",83800,2015,84750
"28895","SC","South Carolina","Software Developers, Systems Software",78530,2015,79421
"28896","SC","South Carolina","Web Developers",58710,2015,59376
"28897","SC","South Carolina","Database Administrators",73670,2015,74506
"28898","SC","South Carolina","Network and Computer Systems Administrators",72140,2015,72958
"28904","SC","South Carolina","Operations Research Analysts",73270,2015,74101
"289051","SC","South Carolina","Statisticians",65070,2015,65808
"29300","SC","South Carolina","Data Entry Keyers",30070,2015,30411
"29308","SC","South Carolina","Statistical Assistants",35890,2015,36297
"29559","SD","South Dakota","Computer and Information Systems Managers",122180,2015,126508
"29560","SD","South Dakota","Financial Managers",129660,2015,134253
"29580","SD","South Dakota","Business and Financial Operations Occupations",61930,2015,64124
"29600","SD","South Dakota","Financial Analysts",75080,2015,77739
"29601","SD","South Dakota","Personal Financial Advisors",80330,2015,83175
"29609","SD","South Dakota","Computer and Mathematical Occupations",61680,2015,63865
"29610","SD","South Dakota","Computer Systems Analysts",70330,2015,72821
"29612","SD","South Dakota","Computer Programmers",53250,2015,55136
"29613","SD","South Dakota","Software Developers, Applications",78710,2015,81498
"29614","SD","South Dakota","Software Developers, Systems Software",86000,2015,89046
"29615","SD","South Dakota","Web Developers",62460,2015,64672
"29616","SD","South Dakota","Database Administrators",71620,2015,74157
"296171","SD","South Dakota","Network and Computer Systems Administrators",61320,2015,63492
"29945","SD","South Dakota","Data Entry Keyers",25430,2015,26331
"30141","TN","Tennessee","Computer and Information Systems Managers",104710,2015,106369
"30142","TN","Tennessee","Financial Managers",104490,2015,106145
"30166","TN","Tennessee","Business and Financial Operations Occupations",63140,2015,64140
"30189","TN","Tennessee","Financial Analysts",76020,2015,77224
"30190","TN","Tennessee","Personal Financial Advisors",108480,2015,110199
"30198","TN","Tennessee","Computer and Mathematical Occupations",69640,2015,70743
"30199","TN","Tennessee","Computer and Information Research Scientists",88730,2015,90136
"30200","TN","Tennessee","Computer Systems Analysts",76310,2015,77519
"30202","TN","Tennessee","Computer Programmers",70840,2015,71962
"30203","TN","Tennessee","Software Developers, Applications",82570,2015,83878
"30204","TN","Tennessee","Software Developers, Systems Software",86360,2015,87728
"30205","TN","Tennessee","Web Developers",59880,2015,60829
"30206","TN","Tennessee","Database Administrators",81110,2015,82395
"302071","TN","Tennessee","Network and Computer Systems Administrators",75790,2015,76991
"30213","TN","Tennessee","Operations Research Analysts",66620,2015,67675
"30214","TN","Tennessee","Statisticians",63120,2015,64120
"30640","TN","Tennessee","Data Entry Keyers",27690,2015,28129
"30912","TX","Texas","Computer and Information Systems Managers",148610,2015,140203
"30913","TX","Texas","Financial Managers",145200,2015,136986
"30937","TX","Texas","Business and Financial Operations Occupations",75600,2015,71323
"30960","TX","Texas","Financial Analysts",94410,2015,89069
"30961","TX","Texas","Personal Financial Advisors",107260,2015,101192
"30969","TX","Texas","Computer and Mathematical Occupations",84890,2015,80088
"30970","TX","Texas","Computer and Information Research Scientists",92360,2015,87135
"30971","TX","Texas","Computer Systems Analysts",94040,2015,88720
"30973","TX","Texas","Computer Programmers",86660,2015,81758
"30974","TX","Texas","Software Developers, Applications",99830,2015,94183
"30975","TX","Texas","Software Developers, Systems Software",104180,2015,98287
"30976","TX","Texas","Web Developers",68800,2015,64908
"30977","TX","Texas","Database Administrators",79690,2015,75182
"30978","TX","Texas","Network and Computer Systems Administrators",85340,2015,80512
"30985","TX","Texas","Operations Research Analysts",84230,2015,79465
"30986","TX","Texas","Statisticians",77740,2015,73342
"31436","TX","Texas","Data Entry Keyers",29090,2015,27444
"31444","TX","Texas","Statistical Assistants",49100,2015,46323
"31739","UT","Utah","Computer and Information Systems Managers",121760,2015,114635
"31740","UT","Utah","Financial Managers",111820,2015,105277
"31763","UT","Utah","Business and Financial Operations Occupations",63930,2015,60189
"31786","UT","Utah","Financial Analysts",77570,2015,73031
"31787","UT","Utah","Personal Financial Advisors",96960,2015,91287
"31795","UT","Utah","Computer and Mathematical Occupations",73800,2015,69482
"31796","UT","Utah","Computer and Information Research Scientists",94170,2015,88660
"31797","UT","Utah","Computer Systems Analysts",73710,2015,69397
"31799","UT","Utah","Computer Programmers",76180,2015,71722
"31800","UT","Utah","Software Developers, Applications",94330,2015,88810
"31801","UT","Utah","Software Developers, Systems Software",92640,2015,87219
"31802","UT","Utah","Web Developers",62030,2015,58400
"31803","UT","Utah","Database Administrators",81780,2015,76995
"31804","UT","Utah","Network and Computer Systems Administrators",74750,2015,70376
"31810","UT","Utah","Operations Research Analysts",75810,2015,71374
"31811","UT","Utah","Statisticians",79150,2015,74519
"32212","UT","Utah","Data Entry Keyers",30930,2015,29120
"32220","UT","Utah","Statistical Assistants",45260,2015,42612
"32466","VT","Vermont","Computer and Information Systems Managers",137450,2015,123548
"32467","VT","Vermont","Financial Managers",121100,2015,108852
"32488","VT","Vermont","Business and Financial Operations Occupations",65940,2015,59271
"32509","VT","Vermont","Financial Analysts",109660,2015,98569
"32510","VT","Vermont","Personal Financial Advisors",71760,2015,64502
"32518","VT","Vermont","Computer and Mathematical Occupations",73910,2015,66435
"32519","VT","Vermont","Computer Systems Analysts",74030,2015,66543
"32521","VT","Vermont","Computer Programmers",65350,2015,58741
"32522","VT","Vermont","Software Developers, Applications",84840,2015,76259
"32523","VT","Vermont","Software Developers, Systems Software",107640,2015,96753
"32524","VT","Vermont","Web Developers",65190,2015,58597
"32525","VT","Vermont","Database Administrators",69740,2015,62687
"32526","VT","Vermont","Network and Computer Systems Administrators",77990,2015,70102
"32532","VT","Vermont","Operations Research Analysts",72500,2015,65167
"32533","VT","Vermont","Statisticians",62760,2015,56412
"32866","VT","Vermont","Data Entry Keyers",32030,2015,28790
"33049","VA","Virginia","Computer and Information Systems Managers",159200,2015,141842
"33050","VA","Virginia","Financial Managers",147330,2015,131266
"33073","VA","Virginia","Business and Financial Operations Occupations",81620,2015,72721
"33095","VA","Virginia","Financial Analysts",93840,2015,83608
"33096","VA","Virginia","Personal Financial Advisors",120330,2015,107210
"33104","VA","Virginia","Computer and Mathematical Occupations",96750,2015,86201
"33105","VA","Virginia","Computer and Information Research Scientists",125420,2015,111745
"33106","VA","Virginia","Computer Systems Analysts",98670,2015,87912
"33108","VA","Virginia","Computer Programmers",91960,2015,81933
"33109","VA","Virginia","Software Developers, Applications",105830,2015,94291
"33110","VA","Virginia","Software Developers, Systems Software",114000,2015,101570
"33111","VA","Virginia","Web Developers",80440,2015,71669
"33112","VA","Virginia","Database Administrators",91970,2015,81942
"33113","VA","Virginia","Network and Computer Systems Administrators",93150,2015,82994
"33120","VA","Virginia","Operations Research Analysts",105430,2015,93935
"33121","VA","Virginia","Statisticians",86400,2015,76980
"33549","VA","Virginia","Data Entry Keyers",30870,2015,27504
"33557","VA","Virginia","Statistical Assistants",52120,2015,46437
"33825","WA","Washington","Computer and Information Systems Managers",145780,2015,127035
"33826","WA","Washington","Financial Managers",118490,2015,103254
"33851","WA","Washington","Business and Financial Operations Occupations",75910,2015,66149
"33873","WA","Washington","Financial Analysts",78530,2015,68432
"33874","WA","Washington","Personal Financial Advisors",121320,2015,105720
"33882","WA","Washington","Computer and Mathematical Occupations",102400,2015,89233
"33883","WA","Washington","Computer and Information Research Scientists",136520,2015,118965
"33884","WA","Washington","Computer Systems Analysts",94120,2015,82017
"33886","WA","Washington","Computer Programmers",119040,2015,103733
"33887","WA","Washington","Software Developers, Applications",120430,2015,104944
"33888","WA","Washington","Software Developers, Systems Software",113820,2015,99184
"33889","WA","Washington","Web Developers",85590,2015,74584
"33890","WA","Washington","Database Administrators",91020,2015,79316
"33891","WA","Washington","Network and Computer Systems Administrators",85110,2015,74166
"33897","WA","Washington","Operations Research Analysts",88760,2015,77347
"33898","WA","Washington","Statisticians",87960,2015,76650
"34328","WA","Washington","Data Entry Keyers",35130,2015,30613
"34336","WA","Washington","Statistical Assistants",49320,2015,42978
"34609","WV","West Virginia","Computer and Information Systems Managers",103380,2015,106199
"34610","WV","West Virginia","Financial Managers",89620,2015,92064
"34633","WV","West Virginia","Business and Financial Operations Occupations",58660,2015,60260
"34653","WV","West Virginia","Financial Analysts",59260,2015,60876
"34654","WV","West Virginia","Personal Financial Advisors",72690,2015,74672
"34662","WV","West Virginia","Computer and Mathematical Occupations",66990,2015,68817
"34663","WV","West Virginia","Computer Systems Analysts",65370,2015,67153
"34665","WV","West Virginia","Computer Programmers",64860,2015,66629
"34666","WV","West Virginia","Software Developers, Applications",87690,2015,90081
"34667","WV","West Virginia","Software Developers, Systems Software",78130,2015,80261
"34668","WV","West Virginia","Web Developers",45070,2015,46299
"34669","WV","West Virginia","Database Administrators",64380,2015,66136
"34670","WV","West Virginia","Network and Computer Systems Administrators",61190,2015,62859
"34675","WV","West Virginia","Operations Research Analysts",63220,2015,64944
"34676","WV","West Virginia","Statisticians",68160,2015,70019
"35048","WV","West Virginia","Data Entry Keyers",27830,2015,28589
"35055","WV","West Virginia","Statistical Assistants",40040,2015,41132
"35285","WI","Wisconsin","Computer and Information Systems Managers",112330,2015,110187
"35286","WI","Wisconsin","Financial Managers",118780,2015,116514
"35311","WI","Wisconsin","Business and Financial Operations Occupations",62780,2015,61583
"35334","WI","Wisconsin","Financial Analysts",77430,2015,75953
"35335","WI","Wisconsin","Personal Financial Advisors",91060,2015,89323
"35343","WI","Wisconsin","Computer and Mathematical Occupations",71760,2015,70391
"35344","WI","Wisconsin","Computer and Information Research Scientists",86920,2015,85262
"35345","WI","Wisconsin","Computer Systems Analysts",79200,2015,77689
"35347","WI","Wisconsin","Computer Programmers",73830,2015,72422
"35348","WI","Wisconsin","Software Developers, Applications",83680,2015,82084
"35349","WI","Wisconsin","Software Developers, Systems Software",85730,2015,84095
"35350","WI","Wisconsin","Web Developers",55820,2015,54755
"35351","WI","Wisconsin","Database Administrators",75420,2015,73981
"35352","WI","Wisconsin","Network and Computer Systems Administrators",68240,2015,66938
"35358","WI","Wisconsin","Operations Research Analysts",67590,2015,66301
"35359","WI","Wisconsin","Statisticians",75790,2015,74344
"35792","WI","Wisconsin","Data Entry Keyers",28360,2015,27819
"35800","WI","Wisconsin","Statistical Assistants",47360,2015,46457
"36063","WY","Wyoming","Computer and Information Systems Managers",92200,2015,87527
"36064","WY","Wyoming","Financial Managers",103700,2015,98444
"36084","WY","Wyoming","Business and Financial Operations Occupations",67750,2015,64316
"36103","WY","Wyoming","Financial Analysts",87270,2015,82847
"36104","WY","Wyoming","Personal Financial Advisors",108620,2015,103115
"36110","WY","Wyoming","Computer and Mathematical Occupations",60670,2015,57595
"36111","WY","Wyoming","Computer Systems Analysts",70170,2015,66614
"36112","WY","Wyoming","Computer Programmers",60400,2015,57339
"36113","WY","Wyoming","Software Developers, Applications",67450,2015,64031
"36114","WY","Wyoming","Software Developers, Systems Software",94390,2015,89606
"36115","WY","Wyoming","Web Developers",54200,2015,51453
"36116","WY","Wyoming","Database Administrators",59980,2015,56940
"36117","WY","Wyoming","Network and Computer Systems Administrators",63990,2015,60747
"36438","WY","Wyoming","Data Entry Keyers",26410,2015,25071
"36622","GU","Guam","Computer and Information Systems Managers",70950,2015,NA
"36623","GU","Guam","Financial Managers",76410,2015,NA
"36633","GU","Guam","Business and Financial Operations Occupations",48650,2015,NA
"36651","GU","Guam","Computer and Mathematical Occupations",50520,2015,NA
"36652","GU","Guam","Computer Systems Analysts",49090,2015,NA
"36653","GU","Guam","Network and Computer Systems Administrators",51920,2015,NA
"36791","GU","Guam","Data Entry Keyers",22730,2015,NA
"36872","PR","Puerto Rico","Computer and Information Systems Managers",77600,2015,NA
"36873","PR","Puerto Rico","Financial Managers",81990,2015,NA
"36897","PR","Puerto Rico","Business and Financial Operations Occupations",38610,2015,NA
"36918","PR","Puerto Rico","Financial Analysts",60340,2015,NA
"36919","PR","Puerto Rico","Personal Financial Advisors",42180,2015,NA
"36927","PR","Puerto Rico","Computer and Mathematical Occupations",43110,2015,NA
"36928","PR","Puerto Rico","Computer Systems Analysts",47220,2015,NA
"36930","PR","Puerto Rico","Computer Programmers",44460,2015,NA
"36931","PR","Puerto Rico","Software Developers, Applications",53890,2015,NA
"36932","PR","Puerto Rico","Software Developers, Systems Software",72370,2015,NA
"36933","PR","Puerto Rico","Web Developers",36230,2015,NA
"36934","PR","Puerto Rico","Database Administrators",50750,2015,NA
"36935","PR","Puerto Rico","Network and Computer Systems Administrators",45280,2015,NA
"36940","PR","Puerto Rico","Operations Research Analysts",62400,2015,NA
"36941","PR","Puerto Rico","Statisticians",36740,2015,NA
"37281","PR","Puerto Rico","Data Entry Keyers",21630,2015,NA
"37287","PR","Puerto Rico","Statistical Assistants",27320,2015,NA
"37471","VI","Virgin Islands","Computer and Information Systems Managers",68340,2015,NA
"37472","VI","Virgin Islands","Financial Managers",78520,2015,NA
"37481","VI","Virgin Islands","Business and Financial Operations Occupations",51640,2015,NA
"37489","VI","Virgin Islands","Financial Analysts",61060,2015,NA
"37490","VI","Virgin Islands","Computer and Mathematical Occupations",54480,2015,NA
"37491","VI","Virgin Islands","Network and Computer Systems Administrators",68370,2015,NA
"37596","VI","Virgin Islands","Data Entry Keyers",26440,2015,NA
"112","AL","Alabama","Computer and Information Systems Managers",117950,2016,124098
"122","AL","Alabama","Financial Managers",127420,2016,134061
"352","AL","Alabama","Business and Financial Operations Occupations",69890,2016,73533
"571","AL","Alabama","Financial Analysts",82530,2016,86832
"582","AL","Alabama","Personal Financial Advisors",125640,2016,132189
"662","AL","Alabama","Computer and Mathematical Occupations",79090,2016,83212
"672","AL","Alabama","Computer and Information Research Scientists",106610,2016,112167
"682","AL","Alabama","Computer Systems Analysts",80230,2016,84412
"702","AL","Alabama","Computer Programmers",83450,2016,87800
"712","AL","Alabama","Software Developers, Applications",93340,2016,98205
"722","AL","Alabama","Software Developers, Systems Software",100170,2016,105391
"732","AL","Alabama","Web Developers",58770,2016,61833
"742","AL","Alabama","Database Administrators",79460,2016,83602
"752","AL","Alabama","Network and Computer Systems Administrators",71790,2016,75532
"8112","AL","Alabama","Operations Research Analysts",97080,2016,102140
"829","AL","Alabama","Statisticians",63500,2016,66810
"488","AL","Alabama","Data Entry Keyers",28670,2016,30164
"495","AL","Alabama","Statistical Assistants",39130,2016,41170
"762","AK","Alaska","Computer and Information Systems Managers",120600,2016,104296
