ST,STATE,OCC_TITLE,A_MEAN
VA,Virginia,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",56430
VA,Virginia,Agricultural Inspectors,42070
VA,Virginia,"Graders and Sorters, Agricultural Products",28300
VA,Virginia,Agricultural Equipment Operators,25380
VA,Virginia,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",24960
VA,Virginia,"Farmworkers, Farm, Ranch, and Aquacultural Animals",25800
VA,Virginia,Forest and Conservation Workers,39390
VA,Virginia,Fallers,34450
VA,Virginia,Logging Equipment Operators,32390
VA,Virginia,Log Graders and Scalers,38450
VA,Virginia,"Logging Workers, All Other",17750
VA,Virginia,Construction and Extraction Occupations,42360
VA,Virginia,First-Line Supervisors of Construction Trades and Extraction Workers,62980
VA,Virginia,Boilermakers,54800
VA,Virginia,Brickmasons and Blockmasons,46470
VA,Virginia,Stonemasons,55060
VA,Virginia,Carpenters,40680
VA,Virginia,Carpet Installers,31270
VA,Virginia,"Floor Layers, Except Carpet, Wood, and Hard Tiles",35860
VA,Virginia,Floor Sanders and Finishers,38930
VA,Virginia,Tile and Marble Setters,44040
VA,Virginia,Cement Masons and Concrete Finishers,39460
VA,Virginia,Construction Laborers,29160
VA,Virginia,"Paving, Surfacing, and Tamping Equipment Operators",34780
VA,Virginia,Pile-Driver Operators,43930
VA,Virginia,Operating Engineers and Other Construction Equipment Operators,40050
VA,Virginia,Drywall and Ceiling Tile Installers,40020
VA,Virginia,Electricians,48040
VA,Virginia,Glaziers,40190
VA,Virginia,"Insulation Workers, Floor, Ceiling, and Wall",38110
VA,Virginia,"Insulation Workers, Mechanical",42640
VA,Virginia,"Painters, Construction and Maintenance",38090
VA,Virginia,Pipelayers,35510
VA,Virginia,"Plumbers, Pipefitters, and Steamfitters",45150
VA,Virginia,Plasterers and Stucco Masons,38160
VA,Virginia,Reinforcing Iron and Rebar Workers,46320
VA,Virginia,Roofers,40790
VA,Virginia,Sheet Metal Workers,44290
VA,Virginia,Structural Iron and Steel Workers,44600
VA,Virginia,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",32440
VA,Virginia,Helpers--Carpenters,27970
VA,Virginia,Helpers--Electricians,28270
VA,Virginia,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",27010
VA,Virginia,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",28920
VA,Virginia,Helpers--Roofers,29220
VA,Virginia,"Helpers, Construction Trades, All Other",29830
VA,Virginia,Construction and Building Inspectors,57310
VA,Virginia,Elevator Installers and Repairers,70240
VA,Virginia,Fence Erectors,32400
VA,Virginia,Hazardous Materials Removal Workers,36410
VA,Virginia,Highway Maintenance Workers,35950
VA,Virginia,Rail-Track Laying and Maintenance Equipment Operators,47650
VA,Virginia,Septic Tank Servicers and Sewer Pipe Cleaners,40030
VA,Virginia,"Construction and Related Workers, All Other",43590
VA,Virginia,"Rotary Drill Operators, Oil and Gas",48110
VA,Virginia,"Service Unit Operators, Oil, Gas, and Mining",50320
VA,Virginia,"Earth Drillers, Except Oil and Gas",44910
VA,Virginia,"Explosives Workers, Ordnance Handling Experts, and Blasters",56910
VA,Virginia,Continuous Mining Machine Operators,42740
VA,Virginia,Mine Cutting and Channeling Machine Operators,40790
VA,Virginia,"Rock Splitters, Quarry",38170
VA,Virginia,"Roustabouts, Oil and Gas",35640
VA,Virginia,Helpers--Extraction Workers,28610
VA,Virginia,"Installation, Maintenance, and Repair Occupations",47110
VA,Virginia,"First-Line Supervisors of Mechanics, Installers, and Repairers",66700
VA,Virginia,"Computer, Automated Teller, and Office Machine Repairers",40990
VA,Virginia,"Radio, Cellular, and Tower Equipment Installers and Repairers",52570
VA,Virginia,"Telecommunications Equipment Installers and Repairers, Except Line Installers",59630
VA,Virginia,Avionics Technicians,59670
VA,Virginia,"Electric Motor, Power Tool, and Related Repairers",43470
VA,Virginia,"Electrical and Electronics Installers and Repairers, Transportation Equipment",59450
VA,Virginia,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",56490
VA,Virginia,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",72280
VA,Virginia,"Electronic Equipment Installers and Repairers, Motor Vehicles",32220
VA,Virginia,Electronic Home Entertainment Equipment Installers and Repairers,48480
VA,Virginia,Security and Fire Alarm Systems Installers,43460
VA,Virginia,Aircraft Mechanics and Service Technicians,63870
VA,Virginia,Automotive Body and Related Repairers,50630
VA,Virginia,Automotive Glass Installers and Repairers,*
VA,Virginia,Automotive Service Technicians and Mechanics,43270
VA,Virginia,Bus and Truck Mechanics and Diesel Engine Specialists,44700
VA,Virginia,Farm Equipment Mechanics and Service Technicians,35930
VA,Virginia,"Mobile Heavy Equipment Mechanics, Except Engines",47550
VA,Virginia,Rail Car Repairers,64450
VA,Virginia,Motorboat Mechanics and Service Technicians,39380
VA,Virginia,Motorcycle Mechanics,37120
VA,Virginia,Outdoor Power Equipment and Other Small Engine Mechanics,36160
VA,Virginia,Bicycle Repairers,27360
VA,Virginia,Recreational Vehicle Service Technicians,31760
VA,Virginia,Tire Repairers and Changers,29510
VA,Virginia,Mechanical Door Repairers,42090
VA,Virginia,"Control and Valve Installers and Repairers, Except Mechanical Door",56030
VA,Virginia,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",47850
VA,Virginia,Home Appliance Repairers,39720
VA,Virginia,Industrial Machinery Mechanics,48550
VA,Virginia,"Maintenance Workers, Machinery",44020
VA,Virginia,Millwrights,53880
VA,Virginia,"Refractory Materials Repairers, Except Brickmasons",50880
VA,Virginia,Electrical Power-Line Installers and Repairers,58840
VA,Virginia,Telecommunications Line Installers and Repairers,57910
VA,Virginia,Medical Equipment Repairers,52980
VA,Virginia,Musical Instrument Repairers and Tuners,30800
VA,Virginia,Watch Repairers,36290
VA,Virginia,"Precision Instrument and Equipment Repairers, All Other",54940
VA,Virginia,"Maintenance and Repair Workers, General",39390
VA,Virginia,"Coin, Vending, and Amusement Machine Servicers and Repairers",36680
VA,Virginia,Commercial Divers,57770
VA,Virginia,Locksmiths and Safe Repairers,40810
VA,Virginia,Manufactured Building and Mobile Home Installers,29440
VA,Virginia,Riggers,46370
VA,Virginia,Signal and Track Switch Repairers,67010
VA,Virginia,"Helpers--Installation, Maintenance, and Repair Workers",27450
VA,Virginia,"Installation, Maintenance, and Repair Workers, All Other",42740
VA,Virginia,Production Occupations,36420
VA,Virginia,First-Line Supervisors of Production and Operating Workers,62350
VA,Virginia,"Coil Winders, Tapers, and Finishers",29570
VA,Virginia,Electrical and Electronic Equipment Assemblers,34550
VA,Virginia,Electromechanical Equipment Assemblers,35370
VA,Virginia,Engine and Other Machine Assemblers,40440
VA,Virginia,Structural Metal Fabricators and Fitters,35160
VA,Virginia,Fiberglass Laminators and Fabricators,28320
VA,Virginia,Team Assemblers,28550
VA,Virginia,Timing Device Assemblers and Adjusters,44180
VA,Virginia,"Assemblers and Fabricators, All Other",32990
VA,Virginia,Bakers,27010
VA,Virginia,Butchers and Meat Cutters,32470
VA,Virginia,"Meat, Poultry, and Fish Cutters and Trimmers",24070
VA,Virginia,Slaughterers and Meat Packers,25330
VA,Virginia,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",25730
VA,Virginia,Food Batchmakers,25710
VA,Virginia,Food Cooking Machine Operators and Tenders,24240
VA,Virginia,"Food Processing Workers, All Other",24110
VA,Virginia,"Computer-Controlled Machine Tool Operators, Metal and Plastic",38780
VA,Virginia,"Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic",57180
VA,Virginia,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",35520
VA,Virginia,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",43940
VA,Virginia,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",39240
VA,Virginia,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",35840
VA,Virginia,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",38140
VA,Virginia,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",34450
VA,Virginia,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",47760
VA,Virginia,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",36150
VA,Virginia,Machinists,43040
VA,Virginia,Metal-Refining Furnace Operators and Tenders,50310
VA,Virginia,"Model Makers, Metal and Plastic",48920
VA,Virginia,"Patternmakers, Metal and Plastic",39470
VA,Virginia,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",31830
VA,Virginia,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",33800
VA,Virginia,Tool and Die Makers,47330
VA,Virginia,"Welders, Cutters, Solderers, and Brazers",43980
VA,Virginia,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",43120
VA,Virginia,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",47700
VA,Virginia,"Layout Workers, Metal and Plastic",45840
VA,Virginia,"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic",34600
VA,Virginia,"Tool Grinders, Filers, and Sharpeners",32870
VA,Virginia,"Metal Workers and Plastic Workers, All Other",42800
VA,Virginia,Prepress Technicians and Workers,36990
VA,Virginia,Printing Press Operators,36530
VA,Virginia,Print Binding and Finishing Workers,32720
VA,Virginia,Laundry and Dry-Cleaning Workers,21990
VA,Virginia,"Pressers, Textile, Garment, and Related Materials",19780
VA,Virginia,Sewing Machine Operators,23380
VA,Virginia,Shoe and Leather Workers and Repairers,*
VA,Virginia,"Sewers, Hand",32340
VA,Virginia,"Tailors, Dressmakers, and Custom Sewers",26790
VA,Virginia,Textile Bleaching and Dyeing Machine Operators and Tenders,31080
VA,Virginia,"Textile Cutting Machine Setters, Operators, and Tenders",31240
VA,Virginia,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",29370
VA,Virginia,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",29350
VA,Virginia,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",48720
VA,Virginia,Upholsterers,32470
VA,Virginia,"Textile, Apparel, and Furnishings Workers, All Other",30370
VA,Virginia,Cabinetmakers and Bench Carpenters,33900
VA,Virginia,Furniture Finishers,30160
VA,Virginia,"Sawing Machine Setters, Operators, and Tenders, Wood",27800
VA,Virginia,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",27440
VA,Virginia,"Woodworkers, All Other",40350
VA,Virginia,Power Distributors and Dispatchers,75500
VA,Virginia,Power Plant Operators,57120
VA,Virginia,Stationary Engineers and Boiler Operators,52910
VA,Virginia,Water and Wastewater Treatment Plant and System Operators,42800
VA,Virginia,Chemical Plant and System Operators,58320
VA,Virginia,Gas Plant Operators,61800
VA,Virginia,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",51070
VA,Virginia,"Plant and System Operators, All Other",56350
VA,Virginia,Chemical Equipment Operators and Tenders,53730
VA,Virginia,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",40970
VA,Virginia,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",32730
VA,Virginia,"Grinding and Polishing Workers, Hand",34260
VA,Virginia,"Mixing and Blending Machine Setters, Operators, and Tenders",38830
VA,Virginia,"Cutters and Trimmers, Hand",31550
VA,Virginia,"Cutting and Slicing Machine Setters, Operators, and Tenders",44000
VA,Virginia,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",37380
VA,Virginia,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",50590
VA,Virginia,"Inspectors, Testers, Sorters, Samplers, and Weighers",38140
VA,Virginia,Jewelers and Precious Stone and Metal Workers,36280
VA,Virginia,Dental Laboratory Technicians,41460
VA,Virginia,Medical Appliance Technicians,38730
VA,Virginia,Ophthalmic Laboratory Technicians,37700
VA,Virginia,Packaging and Filling Machine Operators and Tenders,30500
VA,Virginia,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",34750
VA,Virginia,"Painters, Transportation Equipment",51860
VA,Virginia,"Painting, Coating, and Decorating Workers",31610
VA,Virginia,Photographic Process Workers and Processing Machine Operators,30620
VA,Virginia,Adhesive Bonding Machine Operators and Tenders,35200
VA,Virginia,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",29060
VA,Virginia,Cooling and Freezing Equipment Operators and Tenders,25090
VA,Virginia,Etchers and Engravers,33510
VA,Virginia,"Molders, Shapers, and Casters, Except Metal and Plastic",32820
VA,Virginia,"Paper Goods Machine Setters, Operators, and Tenders",43980
VA,Virginia,Tire Builders,47650
VA,Virginia,Helpers--Production Workers,26370
VA,Virginia,"Production Workers, All Other",29290
VA,Virginia,Transportation and Material Moving Occupations,36220
VA,Virginia,Aircraft Cargo Handling Supervisors,50850
VA,Virginia,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",49450
VA,Virginia,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators,60360
VA,Virginia,"Airline Pilots, Copilots, and Flight Engineers",*
VA,Virginia,Commercial Pilots,95940
VA,Virginia,Air Traffic Controllers,139580
VA,Virginia,Flight Attendants,43950
VA,Virginia,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",22880
VA,Virginia,"Bus Drivers, Transit and Intercity",37780
VA,Virginia,"Bus Drivers, School or Special Client",30340
VA,Virginia,Driver/Sales Workers,28130
VA,Virginia,Heavy and Tractor-Trailer Truck Drivers,40050
VA,Virginia,Light Truck or Delivery Services Drivers,34150
VA,Virginia,Taxi Drivers and Chauffeurs,27520
VA,Virginia,"Motor Vehicle Operators, All Other",32840
VA,Virginia,Locomotive Engineers,55980
VA,Virginia,"Railroad Brake, Signal, and Switch Operators",55330
VA,Virginia,Railroad Conductors and Yardmasters,55870
VA,Virginia,Sailors and Marine Oilers,40500
VA,Virginia,"Captains, Mates, and Pilots of Water Vessels",79650
VA,Virginia,Ship Engineers,67630
VA,Virginia,Parking Lot Attendants,21380
VA,Virginia,Automotive and Watercraft Service Attendants,24220
VA,Virginia,Traffic Technicians,47430
VA,Virginia,Transportation Inspectors,75680
VA,Virginia,"Transportation Attendants, Except Flight Attendants",23820
VA,Virginia,"Transportation Workers, All Other",42070
VA,Virginia,Conveyor Operators and Tenders,30880
VA,Virginia,Crane and Tower Operators,53060
VA,Virginia,Excavating and Loading Machine and Dragline Operators,38810
VA,Virginia,Hoist and Winch Operators,40130
VA,Virginia,Industrial Truck and Tractor Operators,34730
VA,Virginia,Cleaners of Vehicles and Equipment,23850
VA,Virginia,"Laborers and Freight, Stock, and Material Movers, Hand",26710
VA,Virginia,Machine Feeders and Offbearers,30670
VA,Virginia,"Packers and Packagers, Hand",24050
VA,Virginia,Gas Compressor and Gas Pumping Station Operators,58100
VA,Virginia,"Pump Operators, Except Wellhead Pumpers",43950
VA,Virginia,Refuse and Recyclable Material Collectors,27970
VA,Virginia,"Tank Car, Truck, and Ship Loaders",40910
VA,Virginia,"Material Moving Workers, All Other",46310
WA,Washington,All Occupations,54010
WA,Washington,Management Occupations,117750
WA,Washington,Chief Executives,188990
WA,Washington,General and Operations Managers,119130
WA,Washington,Legislators,84900
WA,Washington,Advertising and Promotions Managers,111560
WA,Washington,Marketing Managers,138520
WA,Washington,Sales Managers,123030
WA,Washington,Public Relations and Fundraising Managers,106160
WA,Washington,Administrative Services Managers,93740
WA,Washington,Computer and Information Systems Managers,145780
WA,Washington,Financial Managers,118490
WA,Washington,Industrial Production Managers,107530
WA,Washington,Purchasing Managers,124740
WA,Washington,"Transportation, Storage, and Distribution Managers",99730
WA,Washington,Compensation and Benefits Managers,116540
WA,Washington,Human Resources Managers,114730
WA,Washington,Training and Development Managers,107430
WA,Washington,"Farmers, Ranchers, and Other Agricultural Managers",71920
WA,Washington,Construction Managers,96980
WA,Washington,"Education Administrators, Preschool and Childcare Center/Program",46180
WA,Washington,"Education Administrators, Elementary and Secondary School",105350
WA,Washington,"Education Administrators, Postsecondary",99020
WA,Washington,"Education Administrators, All Other",74790
WA,Washington,Architectural and Engineering Managers,146170
WA,Washington,Food Service Managers,52940
WA,Washington,Funeral Service Managers,73070
WA,Washington,Gaming Managers,74060
WA,Washington,Lodging Managers,50880
WA,Washington,Medical and Health Services Managers,117760
WA,Washington,Natural Sciences Managers,138490
WA,Washington,Postmasters and Mail Superintendents,70580
WA,Washington,"Property, Real Estate, and Community Association Managers",77080
WA,Washington,Social and Community Service Managers,68080
WA,Washington,Emergency Management Directors,83330
WA,Washington,"Managers, All Other",117330
WA,Washington,Business and Financial Operations Occupations,75910
WA,Washington,"Agents and Business Managers of Artists, Performers, and Athletes",48410
WA,Washington,"Buyers and Purchasing Agents, Farm Products",66890
WA,Washington,"Wholesale and Retail Buyers, Except Farm Products",57580
WA,Washington,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",70340
WA,Washington,"Claims Adjusters, Examiners, and Investigators",66700
WA,Washington,"Insurance Appraisers, Auto Damage",68010
WA,Washington,Compliance Officers,72690
WA,Washington,Cost Estimators,70600
WA,Washington,Human Resources Specialists,68070
WA,Washington,Labor Relations Specialists,75400
WA,Washington,Logisticians,*
WA,Washington,Management Analysts,102000
WA,Washington,Fundraisers,56300
WA,Washington,"Compensation, Benefits, and Job Analysis Specialists",76490
WA,Washington,Training and Development Specialists,67150
WA,Washington,Market Research Analysts and Marketing Specialists,78230
WA,Washington,"Business Operations Specialists, All Other",76320
WA,Washington,Accountants and Auditors,73890
WA,Washington,Appraisers and Assessors of Real Estate,66380
WA,Washington,Budget Analysts,76030
WA,Washington,Credit Analysts,83870
WA,Washington,Financial Analysts,78530
WA,Washington,Personal Financial Advisors,121320
WA,Washington,Insurance Underwriters,76130
WA,Washington,Financial Examiners,89470
WA,Washington,Credit Counselors,48070
WA,Washington,Loan Officers,68600
WA,Washington,"Tax Examiners and Collectors, and Revenue Agents",59770
WA,Washington,Tax Preparers,37170
WA,Washington,"Financial Specialists, All Other",70290
WA,Washington,Computer and Mathematical Occupations,102400
WA,Washington,Computer and Information Research Scientists,136520
WA,Washington,Computer Systems Analysts,94120
WA,Washington,Information Security Analysts,96270
WA,Washington,Computer Programmers,119040
WA,Washington,"Software Developers, Applications",120430
WA,Washington,"Software Developers, Systems Software",113820
WA,Washington,Web Developers,85590
WA,Washington,Database Administrators,91020
WA,Washington,Network and Computer Systems Administrators,85110
WA,Washington,Computer Network Architects,99560
WA,Washington,Computer User Support Specialists,57910
WA,Washington,Computer Network Support Specialists,74010
WA,Washington,"Computer Occupations, All Other",82650
WA,Washington,Actuaries,107200
WA,Washington,Operations Research Analysts,88760
WA,Washington,Statisticians,87960
WA,Washington,"Mathematical Science Occupations, All Other",67080
WA,Washington,Architecture and Engineering Occupations,90110
WA,Washington,"Architects, Except Landscape and Naval",75110
WA,Washington,Landscape Architects,71670
WA,Washington,Cartographers and Photogrammetrists,76870
WA,Washington,Surveyors,70890
WA,Washington,Aerospace Engineers,*
WA,Washington,Agricultural Engineers,76650
WA,Washington,Biomedical Engineers,87310
WA,Washington,Chemical Engineers,99800
WA,Washington,Civil Engineers,87750
WA,Washington,Computer Hardware Engineers,104810
WA,Washington,Electrical Engineers,104690
WA,Washington,"Electronics Engineers, Except Computer",109380
WA,Washington,Environmental Engineers,94310
WA,Washington,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",94180
WA,Washington,Industrial Engineers,100700
WA,Washington,Marine Engineers and Naval Architects,88520
WA,Washington,Mechanical Engineers,91690
WA,Washington,"Mining and Geological Engineers, Including Mining Safety Engineers",97780
WA,Washington,Nuclear Engineers,95630
WA,Washington,Petroleum Engineers,141500
WA,Washington,"Engineers, All Other",90900
WA,Washington,Architectural and Civil Drafters,55010
WA,Washington,Electrical and Electronics Drafters,79400
WA,Washington,Mechanical Drafters,73450
WA,Washington,"Drafters, All Other",58210
WA,Washington,Civil Engineering Technicians,61700
WA,Washington,Electrical and Electronics Engineering Technicians,65750
WA,Washington,Electro-Mechanical Technicians,81950
WA,Washington,Environmental Engineering Technicians,56620
WA,Washington,Industrial Engineering Technicians,79160
WA,Washington,Mechanical Engineering Technicians,62060
WA,Washington,"Engineering Technicians, Except Drafters, All Other",74160
WA,Washington,Surveying and Mapping Technicians,52510
WA,Washington,"Life, Physical, and Social Science Occupations",70120
WA,Washington,Food Scientists and Technologists,67180
WA,Washington,Soil and Plant Scientists,84580
WA,Washington,Biochemists and Biophysicists,87040
WA,Washington,Microbiologists,72390
WA,Washington,Zoologists and Wildlife Biologists,70210
WA,Washington,"Biological Scientists, All Other",76540
WA,Washington,Conservation Scientists,57730
WA,Washington,Foresters,66330
WA,Washington,Epidemiologists,90000
WA,Washington,"Medical Scientists, Except Epidemiologists",79960
WA,Washington,"Life Scientists, All Other",82430
WA,Washington,Physicists,123750
WA,Washington,Atmospheric and Space Scientists,91630
WA,Washington,Chemists,78460
WA,Washington,"Environmental Scientists and Specialists, Including Health",73500
WA,Washington,"Geoscientists, Except Hydrologists and Geographers",86890
WA,Washington,Hydrologists,92990
WA,Washington,"Physical Scientists, All Other",105200
WA,Washington,Economists,87350
WA,Washington,Survey Researchers,61020
WA,Washington,"Clinical, Counseling, and School Psychologists",68350
WA,Washington,"Psychologists, All Other",96140
WA,Washington,Sociologists,64900
WA,Washington,Urban and Regional Planners,78030
WA,Washington,Anthropologists and Archeologists,68710
WA,Washington,Geographers,81380
WA,Washington,Political Scientists,71870
WA,Washington,"Social Scientists and Related Workers, All Other",69990
WA,Washington,Agricultural and Food Science Technicians,39290
WA,Washington,Biological Technicians,42090
WA,Washington,Chemical Technicians,51660
WA,Washington,Geological and Petroleum Technicians,42020
WA,Washington,Social Science Research Assistants,39890
WA,Washington,"Environmental Science and Protection Technicians, Including Health",47640
WA,Washington,Forensic Science Technicians,62020
WA,Washington,Forest and Conservation Technicians,37970
WA,Washington,"Life, Physical, and Social Science Technicians, All Other",52740
WA,Washington,Community and Social Service Occupations,46960
WA,Washington,Substance Abuse and Behavioral Disorder Counselors,39640
WA,Washington,"Educational, Guidance, School, and Vocational Counselors",58390
WA,Washington,Marriage and Family Therapists,55930
WA,Washington,Mental Health Counselors,45760
WA,Washington,Rehabilitation Counselors,41970
WA,Washington,"Counselors, All Other",59760
WA,Washington,"Child, Family, and School Social Workers",48950
WA,Washington,Healthcare Social Workers,59280
WA,Washington,Mental Health and Substance Abuse Social Workers,53000
WA,Washington,"Social Workers, All Other",61810
WA,Washington,Health Educators,55920
WA,Washington,Probation Officers and Correctional Treatment Specialists,54880
WA,Washington,Social and Human Service Assistants,33750
WA,Washington,Community Health Workers,44890
WA,Washington,"Community and Social Service Specialists, All Other",39770
WA,Washington,Clergy,58700
WA,Washington,"Directors, Religious Activities and Education",56220
WA,Washington,"Religious Workers, All Other",28730
WA,Washington,Legal Occupations,96620
WA,Washington,Lawyers,124000
WA,Washington,Judicial Law Clerks,59320
WA,Washington,"Administrative Law Judges, Adjudicators, and Hearing Officers",97380
WA,Washington,"Arbitrators, Mediators, and Conciliators",69600
WA,Washington,"Judges, Magistrate Judges, and Magistrates",110210
WA,Washington,Paralegals and Legal Assistants,57230
WA,Washington,Court Reporters,63460
WA,Washington,"Title Examiners, Abstractors, and Searchers",46890
WA,Washington,"Legal Support Workers, All Other",63130
WA,Washington,"Education, Training, and Library Occupations",52200
WA,Washington,"Business Teachers, Postsecondary",75640
WA,Washington,"Computer Science Teachers, Postsecondary",69410
WA,Washington,"Mathematical Science Teachers, Postsecondary",68550
WA,Washington,"Engineering Teachers, Postsecondary",91170
WA,Washington,"Biological Science Teachers, Postsecondary",78510
WA,Washington,"Forestry and Conservation Science Teachers, Postsecondary",99850
WA,Washington,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",83390
WA,Washington,"Chemistry Teachers, Postsecondary",66410
WA,Washington,"Environmental Science Teachers, Postsecondary",105770
WA,Washington,"Physics Teachers, Postsecondary",76630
WA,Washington,"Anthropology and Archeology Teachers, Postsecondary",69920
WA,Washington,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",70740
WA,Washington,"Economics Teachers, Postsecondary",71450
WA,Washington,"Geography Teachers, Postsecondary",60310
WA,Washington,"Political Science Teachers, Postsecondary",75210
WA,Washington,"Psychology Teachers, Postsecondary",65220
WA,Washington,"Sociology Teachers, Postsecondary",63970
WA,Washington,"Social Sciences Teachers, Postsecondary, All Other",65850
WA,Washington,"Health Specialties Teachers, Postsecondary",138630
WA,Washington,"Nursing Instructors and Teachers, Postsecondary",66880
WA,Washington,"Education Teachers, Postsecondary",68520
WA,Washington,"Library Science Teachers, Postsecondary",72940
WA,Washington,"Criminal Justice and Law Enforcement Teachers, Postsecondary",51560
WA,Washington,"Law Teachers, Postsecondary",110560
WA,Washington,"Social Work Teachers, Postsecondary",79450
WA,Washington,"Art, Drama, and Music Teachers, Postsecondary",60250
WA,Washington,"Communications Teachers, Postsecondary",55400
WA,Washington,"English Language and Literature Teachers, Postsecondary",55430
WA,Washington,"Foreign Language and Literature Teachers, Postsecondary",57130
WA,Washington,"History Teachers, Postsecondary",65990
WA,Washington,"Philosophy and Religion Teachers, Postsecondary",64340
WA,Washington,"Home Economics Teachers, Postsecondary",54290
WA,Washington,"Recreation and Fitness Studies Teachers, Postsecondary",48850
WA,Washington,"Vocational Education Teachers, Postsecondary",57940
WA,Washington,"Postsecondary Teachers, All Other",65770
WA,Washington,"Preschool Teachers, Except Special Education",29640
WA,Washington,"Kindergarten Teachers, Except Special Education",54950
WA,Washington,"Elementary School Teachers, Except Special Education",60140
WA,Washington,"Middle School Teachers, Except Special and Career/Technical Education",61260
WA,Washington,"Career/Technical Education Teachers, Middle School",62770
WA,Washington,"Secondary School Teachers, Except Special and Career/Technical Education",61920
WA,Washington,"Career/Technical Education Teachers, Secondary School",62310
WA,Washington,"Special Education Teachers, Preschool",59810
WA,Washington,"Special Education Teachers, Kindergarten and Elementary School",58880
WA,Washington,"Special Education Teachers, Middle School",59320
WA,Washington,"Special Education Teachers, Secondary School",60850
WA,Washington,"Special Education Teachers, All Other",54350
WA,Washington,Adult Basic and Secondary Education and Literacy Teachers and Instructors,56420
WA,Washington,Self-Enrichment Education Teachers,45160
WA,Washington,"Teachers and Instructors, All Other, Except Substitute Teachers",45730
WA,Washington,Substitute Teachers,36450
WA,Washington,Archivists,62270
WA,Washington,Curators,59830
WA,Washington,Museum Technicians and Conservators,40290
WA,Washington,Librarians,65760
WA,Washington,Library Technicians,39510
WA,Washington,Audio-Visual and Multimedia Collections Specialists,46150
WA,Washington,Farm and Home Management Advisors,51860
WA,Washington,Instructional Coordinators,60900
WA,Washington,Teacher Assistants,31570
WA,Washington,"Education, Training, and Library Workers, All Other",49760
WA,Washington,"Arts, Design, Entertainment, Sports, and Media Occupations",55010
WA,Washington,Art Directors,97040
WA,Washington,Craft Artists,*
WA,Washington,"Fine Artists, Including Painters, Sculptors, and Illustrators",69130
WA,Washington,Multimedia Artists and Animators,80460
WA,Washington,"Artists and Related Workers, All Other",56610
WA,Washington,Commercial and Industrial Designers,71470
WA,Washington,Fashion Designers,*
WA,Washington,Floral Designers,30240
WA,Washington,Graphic Designers,55440
WA,Washington,Interior Designers,54120
WA,Washington,Merchandise Displayers and Window Trimmers,32100
WA,Washington,Set and Exhibit Designers,52670
WA,Washington,"Designers, All Other",71940
WA,Washington,Actors,*
WA,Washington,Producers and Directors,70880
WA,Washington,Athletes and Sports Competitors,*
WA,Washington,Coaches and Scouts,42150
WA,Washington,"Umpires, Referees, and Other Sports Officials",37310
WA,Washington,Choreographers,69700
WA,Washington,Music Directors and Composers,68480
WA,Washington,Musicians and Singers,*
WA,Washington,"Entertainers and Performers, Sports and Related Workers, All Other",*
